,ADMIN,date,tweets_num,score
591,Bangladesh,2014-11-30,1,0.690999
592,Bangladesh,2014-12-31,3,0.3991386666666667
593,Bangladesh,2015-01-31,1,0.654571
594,Bangladesh,2015-02-28,2,0.863719
595,Bangladesh,2015-03-31,1,0.926091
596,Bangladesh,2015-05-31,1,0.845483
597,Bangladesh,2015-10-31,1,0.702891
598,Bangladesh,2015-12-31,1,0.616543
599,Bangladesh,2016-06-30,2,0.6612195000000001
600,Bangladesh,2017-03-31,1,0.557314
601,Bangladesh,2017-04-30,5,0.8156522
602,Bangladesh,2017-05-31,1,0.751988
603,Bangladesh,2017-07-31,6,0.5369391666666666
604,Bangladesh,2017-08-31,5,0.6968234
